Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_Income,Loan_Amount_Term_Log
LP001068,0,1,0,1,0,1.0,1,1,4.804021044733257,8.527539483470381,5.886104031450156
LP001073,0,1,2,0,0,1.0,0,1,4.700480365792417,8.569026340056254,5.886104031450156
LP001086,0,0,0,0,0,1.0,0,0,3.5553480614894135,7.273786317844895,5.886104031450156
LP001087,1,0,2,1,0,1.0,1,1,4.787491742782046,8.671286726753637,5.886104031450156
LP001091,0,1,1,1,0,0.0,0,0,5.303304908059076,8.927314111060596,5.886104031450156
LP001095,0,0,0,1,0,1.0,0,0,4.30406509320417,8.06054004653864,5.886104031450156
LP001097,0,0,1,1,1,1.0,2,0,4.663439094112067,8.453614209773367,5.886104031450156
LP001098,0,1,0,1,0,1.0,1,1,4.736198448394496,8.550047528287184,5.886104031450156
LP001100,0,0,3,1,0,1.0,2,0,5.768320995793772,9.648595302907339,5.886104031450156
LP001106,0,1,0,1,0,1.0,0,1,4.986425672954842,8.376090350438238,5.886104031450156
LP001109,0,1,0,1,0,0.0,0,0,4.605170185988092,8.057694194815587,5.834810737062605
LP001112,1,1,0,1,0,1.0,1,1,4.969813299576001,8.542080906924017,5.886104031450156
LP001114,0,0,0,1,0,1.0,0,1,5.214935757608986,9.339261152043022,5.886104031450156
LP001116,0,0,0,0,0,1.0,1,1,4.700480365792417,8.59711281459211,5.886104031450156
LP001119,0,0,0,1,0,1.0,0,0,4.382026634673881,8.1886891244442,5.886104031450156
LP001120,0,0,0,1,0,1.0,0,1,3.8501476017100584,8.0106915391303,5.886104031450156
LP001123,0,1,0,1,0,0.0,0,1,4.31748811353631,7.783224016336037,5.886104031450156
LP001131,0,1,0,1,0,1.0,1,1,4.897839799950911,8.744647438317532,5.886104031450156
LP001136,0,1,0,0,1,1.0,0,1,4.564348191467836,8.454253391642363,5.834810737062605
LP001137,1,0,0,1,0,1.0,0,1,4.477336814478207,8.134467570277563,5.834810737062605
LP001138,0,1,1,1,0,1.0,0,1,3.784189633918261,8.639233817325263,5.886104031450156
LP001144,0,1,0,1,0,1.0,0,1,4.969813299576001,8.669227347271736,5.886104031450156
LP001146,1,1,0,1,0,0.0,0,0,4.787491742782046,8.713582005421628,5.886104031450156
LP001151,1,0,0,1,0,1.0,1,1,4.969813299576001,8.744328763999984,5.886104031450156
LP001155,1,1,0,0,0,1.0,1,1,4.605170185988092,8.18088094199639,5.886104031450156
LP001157,1,0,0,1,0,1.0,1,1,4.787491742782046,8.034631032923107,5.886104031450156
LP001164,1,0,0,1,0,1.0,1,0,4.718498871295094,8.349957272040324,5.886104031450156
LP001179,0,1,2,1,0,1.0,0,0,4.897839799950911,8.437283808187935,5.886104031450156
LP001186,1,1,1,1,1,0.0,0,0,5.655991810819852,9.350102314351341,5.886104031450156
LP001194,0,1,2,1,0,1.0,1,1,4.574710978503383,8.262300941787448,5.886104031450156
LP001195,0,1,0,1,0,1.0,1,1,4.564348191467836,8.222285073872717,5.886104031450156
LP001197,0,1,0,1,0,1.0,2,0,4.90527477843843,8.624431942085836,5.886104031450156
LP001198,0,1,1,1,0,1.0,0,1,5.19295685089021,9.242807562113684,5.886104031450156
LP001199,0,1,2,0,0,1.0,0,1,4.969813299576001,8.734881892047483,5.886104031450156
LP001205,0,1,0,1,0,1.0,0,1,4.787491742782046,8.74766979009724,5.886104031450156
LP001206,0,1,3,1,0,1.0,0,1,4.59511985013459,8.015987811027237,5.886104031450156
LP001207,0,1,0,0,1,0.0,2,0,5.10594547390058,8.709134991587183,5.19295685089021
LP001213,0,1,1,1,0,0.0,2,0,4.986425672954842,8.506132244056813,5.886104031450156
LP001222,1,0,0,1,0,0.0,1,0,4.7535901911063645,8.334711621820917,5.886104031450156
LP001225,0,1,0,1,0,1.0,1,0,5.552959584921617,9.241935933565934,5.886104031450156
LP001228,0,0,0,0,0,0.0,0,0,4.836281906951478,8.604104563405533,5.19295685089021
LP001233,0,1,1,1,0,1.0,0,1,5.7430031878094825,9.28266103355581,5.886104031450156
LP001238,0,1,3,0,1,1.0,0,1,4.8283137373023015,8.867850063029406,4.0943445622221
LP001241,1,0,0,1,0,0.0,1,0,4.912654885736052,8.366370301681654,5.886104031450156
LP001243,0,1,0,1,0,1.0,0,1,5.147494476813453,8.744169388750624,5.886104031450156
LP001245,0,1,2,0,1,1.0,1,1,4.574710978503383,8.229511118964457,5.886104031450156
LP001248,0,0,0,1,0,1.0,1,1,4.394449154672439,8.160518247477505,5.703782474656201
LP001250,0,1,3,0,0,0.0,1,0,4.553876891600541,8.46695197497949,5.834810737062605
LP001253,0,1,3,1,1,1.0,1,1,5.231108616854587,8.859363449152088,5.886104031450156
LP001255,0,0,0,1,0,1.0,0,0,4.727387818712341,8.229511118964457,6.173786103901937
LP001256,0,0,0,1,0,1.0,0,0,5.170483995038151,9.047821442478408,5.886104031450156
LP001259,0,1,1,1,1,1.0,0,0,4.700480365792417,8.299534570332597,5.886104031450156
LP001263,0,1,3,1,0,0.0,1,0,5.19295685089021,8.877242435993919,5.703782474656201
LP001264,0,1,3,0,1,0.0,1,1,4.867534450455582,8.612321536507814,5.886104031450156
LP001265,1,0,0,1,0,1.0,1,1,4.709530201312334,8.254788926148725,5.886104031450156
LP001266,0,1,1,1,1,1.0,1,1,4.986425672954842,7.781138509845015,5.886104031450156
LP001267,1,1,2,1,0,1.0,0,0,5.117993812416755,8.089175678837561,5.886104031450156
LP001273,0,1,0,1,0,0.0,1,0,5.579729825986222,9.017968479328726,5.886104031450156
LP001275,0,1,1,1,0,1.0,0,1,3.912023005428146,8.291045131081729,5.480638923341991
LP001279,0,0,0,1,0,1.0,1,1,4.912654885736052,8.496378051702317,5.886104031450156
LP001280,0,1,2,0,0,0.0,1,1,4.59511985013459,8.581669210600602,5.886104031450156
LP001282,0,1,0,1,0,1.0,1,1,4.6443908991413725,8.43771698991444,5.886104031450156
LP001289,0,0,0,1,0,1.0,0,1,5.3471075307174685,9.055556158175316,5.886104031450156
LP001310,0,1,0,1,0,1.0,1,1,5.1647859739235145,9.196444266784072,5.886104031450156
LP001316,0,1,0,1,0,1.0,1,1,4.875197323201151,8.675563527387679,5.886104031450156
LP001318,0,1,2,1,0,1.0,1,1,5.236441962829949,9.384629757072872,5.19295685089021
LP001319,0,1,2,0,0,1.0,0,1,4.394449154672439,8.535622326884605,5.886104031450156
LP001322,0,0,0,1,0,1.0,1,1,4.804021044733257,8.326758814511733,5.886104031450156
LP001325,0,0,0,0,0,1.0,1,1,3.2188758248682006,8.194229304819817,4.787491742782046
LP001326,0,0,0,1,0,0.0,0,0,4.986425672954842,8.822027322685583,5.886104031450156
LP001327,1,1,0,1,0,1.0,1,1,4.919980925828125,8.47345026846832,5.886104031450156
LP001333,0,1,0,1,0,1.0,1,1,3.912023005428146,7.9976631270201,5.886104031450156
LP001334,0,1,0,0,0,1.0,1,1,4.74493212836325,8.339978571990427,5.19295685089021
LP001343,0,1,0,1,0,1.0,1,1,4.875197323201151,8.575462099540212,5.886104031450156
LP001345,0,1,2,0,0,1.0,0,1,4.890349128221754,8.929435283803425,5.19295685089021
LP001349,0,0,0,1,0,1.0,1,1,5.017279836814924,9.065198986306513,5.886104031450156
LP001350,0,1,0,1,0,1.0,0,1,4.986425672954842,9.521494800613105,5.886104031450156
LP001356,0,1,0,1,0,1.0,1,1,4.986425672954842,9.016148642611741,5.886104031450156
LP001357,0,0,0,1,0,1.0,0,1,5.075173815233827,8.42726848388825,5.886104031450156
LP001367,0,1,1,1,0,1.0,0,1,4.605170185988092,8.31434234336979,5.886104031450156
LP001369,0,1,2,1,0,1.0,0,1,5.41610040220442,9.436918020024674,5.886104031450156
LP001370,0,0,0,0,0,1.0,2,0,4.787491742782046,8.9001399880938,5.886104031450156
LP001379,0,1,2,1,0,0.0,0,0,5.375278407684165,8.909235279192261,5.886104031450156
LP001384,0,1,3,0,0,1.0,1,1,4.543294782270004,7.946263643580541,6.173786103901937
LP001385,0,0,0,1,0,1.0,0,1,4.912654885736052,8.578476419833136,5.886104031450156
LP001387,1,1,0,1,0,1.0,1,1,4.9344739331306915,8.568266461600238,5.886104031450156
LP001391,0,1,0,0,0,0.0,2,0,5.0238805208462765,8.94715577112479,5.834810737062605
LP001392,1,0,1,1,1,1.0,1,1,4.986425672954842,8.916103530553727,5.886104031450156
LP001398,0,0,0,1,0,1.0,1,1,4.770684624465665,8.527143522269405,5.886104031450156
LP001401,0,1,1,1,0,1.0,2,1,5.220355825078324,9.587611745713565,5.19295685089021
LP001404,1,1,0,1,0,1.0,1,1,5.0369526024136295,8.60337088765729,5.886104031450156
LP001405,0,1,1,1,0,0.0,0,1,4.442651256490317,8.192016914536875,5.886104031450156
LP001421,0,1,0,1,0,1.0,2,0,5.1647859739235145,8.950273466557375,5.886104031450156
LP001422,1,0,0,1,0,1.0,0,1,5.556828061699537,9.250330020192342,5.886104031450156
LP001426,0,1,0,1,0,1.0,2,1,5.19295685089021,9.0280988119824,5.886104031450156
LP001430,1,0,0,1,0,1.0,1,1,3.784189633918261,8.334711621820917,5.886104031450156
LP001431,1,0,0,1,0,0.0,1,1,4.919980925828125,9.316230747233615,5.886104031450156
LP001432,0,1,2,1,0,1.0,1,1,4.394449154672439,7.9919305198524775,5.886104031450156
LP001439,0,1,0,0,0,1.0,2,1,5.267858159063328,8.750524669117937,5.886104031450156
LP001443,1,0,0,1,0,0.0,2,1,4.532599493153256,8.213923595622743,5.886104031450156
LP001449,0,0,0,1,0,1.0,2,1,4.986425672954842,8.61341204915678,5.886104031450156
LP001451,0,1,1,1,1,0.0,0,0,5.075173815233827,9.572410734431823,5.19295685089021
LP001465,0,1,0,1,0,0.0,2,0,5.204006687076795,9.065198986306513,5.886104031450156
LP001469,0,0,0,1,1,0.0,0,1,6.476972362889683,9.91175329695316,6.173786103901937
LP001473,0,0,0,1,0,1.0,0,1,4.30406509320417,8.279697133877628,5.886104031450156
LP001478,0,0,0,1,0,1.0,1,1,4.248495242049359,7.907651594711089,5.886104031450156
LP001482,0,1,0,1,1,1.0,1,1,3.2188758248682006,8.148734808937169,4.787491742782046
LP001487,0,0,0,1,0,1.0,1,1,4.624972813284271,8.49596955496461,5.886104031450156
LP001488,0,1,3,1,0,1.0,1,0,5.66988092298052,9.371608519572305,5.886104031450156
LP001489,1,1,0,1,0,1.0,2,0,4.430816798843313,8.430109084509125,5.886104031450156
LP001491,0,1,2,1,1,1.0,0,1,4.477336814478207,8.827028068509152,5.886104031450156
LP001492,0,0,0,1,0,0.0,1,0,5.488937726156687,9.61573881119536,5.886104031450156
LP001493,0,1,2,0,0,1.0,2,0,4.859812404361672,8.635864721133736,5.886104031450156
LP001497,0,1,2,1,0,1.0,2,0,5.220355825078324,8.871365005136852,5.886104031450156
LP001498,0,0,0,1,0,1.0,0,1,5.123963979403259,8.597297435657898,5.886104031450156
LP001504,0,0,0,1,1,1.0,1,1,5.1647859739235145,8.846496938558838,5.19295685089021
LP001507,0,1,0,1,0,1.0,1,1,4.804021044733257,8.462103225098277,5.886104031450156
LP001508,0,1,2,1,0,1.0,0,1,5.231108616854587,9.372204086867741,5.19295685089021
LP001514,1,1,0,1,0,1.0,1,1,4.605170185988092,8.827028068509152,5.886104031450156
LP001516,1,1,2,1,0,1.0,0,1,4.248495242049359,9.60683200528524,5.886104031450156
LP001518,0,1,1,1,0,1.0,0,1,3.4011973816621555,7.993957547573565,5.886104031450156
LP001519,1,0,0,1,0,1.0,2,0,5.41610040220442,9.364433907313582,5.886104031450156
LP001520,0,1,0,1,0,1.0,1,1,4.8283137373023015,8.646465527120377,5.886104031450156
LP001528,0,0,0,1,0,0.0,2,0,4.770684624465665,8.744647438317532,5.886104031450156
LP001529,0,1,0,1,1,1.0,2,1,5.0238805208462765,8.752581469146884,5.886104031450156
LP001531,0,0,0,1,0,1.0,0,0,5.497168225293202,9.123256265069069,5.886104031450156
LP001532,0,1,2,0,0,1.0,2,0,4.727387818712341,7.732369222284388,5.886104031450156
LP001535,0,0,0,1,0,1.0,0,1,3.912023005428146,8.087640287778983,5.886104031450156
LP001536,0,1,3,1,0,0.0,1,1,6.396929655216146,10.596609732783568,5.19295685089021
LP001541,0,1,1,1,0,0.0,2,1,5.075173815233827,8.699514748210191,5.886104031450156
LP001543,0,1,1,1,0,1.0,0,1,5.231108616854587,9.16303909885817,5.886104031450156
LP001546,0,0,0,1,0,1.0,2,1,4.787491742782046,8.529714471969909,5.886104031450156
LP001552,0,1,0,1,0,1.0,1,1,5.541263545158426,9.23092700558457,5.886104031450156
LP001560,0,1,0,0,0,1.0,1,1,4.584967478670572,7.973844375944687,5.886104031450156
LP001562,0,1,0,1,0,1.0,0,0,5.616771097666572,8.978786553302003,5.886104031450156
LP001565,0,1,1,1,0,0.0,1,0,4.795790545596741,8.382289428951436,5.886104031450156
LP001570,0,1,2,1,0,1.0,2,1,5.062595033026967,8.633018756921828,5.886104031450156
LP001572,0,1,0,1,0,1.0,0,1,4.31748811353631,9.140239744296693,5.19295685089021
LP001574,0,1,0,1,0,1.0,2,1,5.204006687076795,8.835355971121606,5.834810737062605
LP001577,1,1,0,1,0,1.0,2,0,4.718498871295094,8.430109084509125,5.886104031450156
LP001578,0,1,0,1,0,1.0,2,1,4.859812404361672,8.660773919893762,5.886104031450156
LP001579,0,0,0,1,0,0.0,1,0,4.143134726391533,7.71289096149013,6.173786103901937
LP001580,0,1,2,1,0,1.0,1,1,5.298317366548036,8.987196820661973,5.886104031450156
LP001581,0,1,0,0,0,1.0,2,1,4.553876891600541,8.185628891147607,5.886104031450156
LP001586,0,1,3,0,0,1.0,2,0,4.394449154672439,8.166784289056151,5.19295685089021
LP001594,0,1,0,1,0,1.0,1,1,5.231108616854587,9.335474102732949,5.886104031450156
LP001603,0,1,0,0,1,1.0,1,0,4.465908118654584,8.533066540572527,5.886104031450156
LP001606,0,1,0,1,0,1.0,2,1,4.7535901911063645,8.605387202152153,5.886104031450156
LP001608,0,1,2,1,0,1.0,2,1,4.61512051684126,8.20631072579402,5.886104031450156
LP001610,0,1,3,1,0,0.0,1,0,6.20455776256869,9.730086093116732,5.886104031450156
LP001616,0,1,1,1,0,1.0,1,1,4.7535901911063645,8.229511118964457,5.886104031450156
LP001630,0,0,0,0,0,0.0,0,0,4.624972813284271,8.238536930171769,6.173786103901937
LP001633,0,1,1,1,0,0.0,0,0,5.19295685089021,9.521494800613105,5.886104031450156
LP001634,0,0,0,1,0,0.0,2,0,4.204692619390966,8.850660919017152,5.886104031450156
LP001636,0,1,0,1,0,1.0,1,1,4.290459441148391,8.433811582477187,5.19295685089021
LP001637,0,1,1,1,0,1.0,1,0,5.560681631015528,10.429576102968031,5.886104031450156
LP001639,1,1,0,1,0,1.0,1,1,4.68213122712422,8.195609567288775,5.886104031450156
LP001640,0,1,0,1,1,1.0,1,1,4.787491742782046,10.689601259598334,5.886104031450156
LP001641,0,1,1,1,1,0.0,2,0,4.189654742026425,7.686162303492906,5.703782474656201
LP001643,0,1,0,1,0,0.0,2,1,4.060443010546419,8.416488487294606,5.886104031450156
LP001647,0,1,0,1,0,1.0,2,1,5.236441962829949,9.140775908590273,5.19295685089021
LP001653,0,0,0,0,0,1.0,2,1,3.871201010907891,8.493924564476883,5.886104031450156
LP001656,0,0,0,1,0,1.0,1,0,5.099866427824199,9.392661928770137,5.886104031450156
LP001657,0,1,0,0,0,1.0,0,0,5.075173815233827,8.704999678440762,5.886104031450156
LP001658,0,0,0,1,0,1.0,1,1,4.330733340286331,8.257904193465674,5.886104031450156
LP001664,0,0,0,1,0,1.0,2,1,4.787491742782046,8.340694647925071,5.886104031450156
LP001665,0,1,1,1,0,1.0,1,0,5.135798437050262,8.649623978596727,5.886104031450156
LP001666,0,0,0,1,0,1.0,2,1,5.231108616854587,9.399554785027307,5.886104031450156
LP001669,1,0,0,0,0,1.0,0,1,4.787491742782046,8.35983738064003,5.834810737062605
LP001671,1,1,0,1,0,0.0,1,1,4.727387818712341,8.737452587550584,5.886104031450156
LP001673,0,0,0,1,1,1.0,0,0,4.418840607796598,9.305650551780507,5.886104031450156
LP001674,0,1,1,0,0,1.0,1,1,4.499809670330265,8.536995818712418,5.886104031450156
LP001677,0,0,2,1,0,0.0,1,1,5.111987788356544,8.5016733797582,5.886104031450156
LP001682,0,1,3,0,0,1.0,0,0,4.986425672954842,8.292047637431354,5.19295685089021
LP001688,0,1,1,0,0,1.0,0,1,4.90527477843843,8.430109084509125,5.886104031450156
LP001691,0,1,2,0,0,1.0,1,1,4.820281565605037,8.27308133366583,5.886104031450156
LP001692,1,0,0,0,0,1.0,1,1,4.787491742782046,8.391176350832751,5.886104031450156
LP001693,1,0,0,1,0,1.0,0,1,4.382026634673881,8.084562415235304,5.886104031450156
LP001698,0,0,0,0,0,1.0,2,1,4.007333185232471,8.780480107033297,5.886104031450156
LP001699,0,0,0,1,0,1.0,0,1,4.07753744390572,7.8156105320351905,5.886104031450156
LP001702,0,0,0,1,0,1.0,1,0,4.844187086458591,8.136810863675537,5.886104031450156
LP001708,1,0,0,1,0,1.0,1,0,5.365976015021851,9.210340371976184,5.886104031450156
LP001711,0,1,3,1,0,0.0,1,0,4.852030263919617,8.451053388911692,5.886104031450156
LP001713,0,1,1,1,1,1.0,0,1,5.480638923341991,8.960210955576986,5.886104031450156
LP001715,0,1,3,0,1,1.0,2,1,4.867534450455582,8.648747631156539,5.886104031450156
LP001716,0,1,0,1,0,1.0,0,1,4.919980925828125,8.731336360533149,5.886104031450156
LP001720,0,1,3,0,0,1.0,1,1,4.605170185988092,8.483222671845084,5.886104031450156
LP001722,0,1,0,1,0,1.0,2,0,4.90527477843843,7.575584651557793,5.886104031450156
LP001726,0,1,0,1,0,1.0,1,1,4.875197323201151,8.61286694148452,5.886104031450156
LP001732,0,1,2,1,0,0.0,1,0,4.276666119016055,8.517193191416238,5.886104031450156
LP001734,1,1,2,1,0,0.0,1,1,4.844187086458591,8.804775258867686,5.886104031450156
LP001736,0,1,0,1,0,0.0,0,0,4.0943445622221,7.7057128238944275,5.886104031450156
LP001743,0,1,2,1,0,1.0,1,1,4.7535901911063645,8.65277248565806,5.886104031450156
LP001744,0,0,0,1,0,1.0,1,1,4.969813299576001,8.659039915644474,5.886104031450156
LP001749,0,1,0,1,0,1.0,1,1,5.1647859739235145,9.058121158998672,5.834810737062605
LP001750,0,1,0,1,0,1.0,1,1,4.852030263919617,8.740336742730447,5.886104031450156
LP001751,0,1,0,1,0,1.0,2,0,5.135798437050262,8.086410275323782,5.886104031450156
LP001754,0,1,0,0,1,1.0,0,0,4.927253685157205,8.462737005620179,5.886104031450156
LP001758,0,1,2,1,0,1.0,1,1,5.3471075307174685,8.980298078970817,5.886104031450156
LP001760,0,0,0,1,0,1.0,1,1,5.062595033026967,8.467582690862903,6.173786103901937
LP001761,0,0,0,1,1,1.0,2,1,5.298317366548036,8.764053269347762,5.886104031450156
LP001765,0,1,1,1,0,1.0,1,1,4.6443908991413725,8.421783006611578,5.886104031450156
LP001768,0,1,0,1,0,1.0,2,1,3.7376696182833684,8.22040309993373,5.19295685089021
LP001770,0,0,0,0,0,1.0,2,1,4.787491742782046,8.663369301573839,5.834810737062605
LP001776,1,0,0,1,0,1.0,1,1,5.634789603169249,9.027978814382207,5.886104031450156
LP001778,0,1,1,1,0,1.0,1,1,4.941642422609304,8.503905297089302,5.886104031450156
LP001784,0,1,1,1,0,1.0,2,1,5.135798437050262,8.81877816903701,5.886104031450156
LP001786,0,1,0,1,0,0.0,0,0,5.541263545158426,8.656259239539235,5.886104031450156
LP001788,1,0,0,1,1,0.0,0,1,4.804021044733257,8.149890544402423,5.886104031450156
LP001790,1,0,1,1,0,1.0,2,1,4.718498871295094,8.245909264774093,5.886104031450156
LP001792,0,1,1,1,0,1.0,1,1,4.564348191467836,8.106212902619962,5.886104031450156
LP001798,0,1,2,1,0,1.0,2,1,4.787491742782046,9.289059126687574,5.886104031450156
LP001800,0,1,1,0,0,1.0,0,0,4.941642422609304,8.41027590907016,5.19295685089021
LP001806,0,0,0,1,0,1.0,0,1,5.043425116919247,9.067162602299854,4.0943445622221
LP001807,0,1,2,1,1,1.0,2,1,4.68213122712422,8.92930284224307,5.886104031450156
LP001811,0,1,0,0,0,1.0,1,1,4.812184355372417,8.96482339168508,5.886104031450156
LP001813,0,0,0,1,1,1.0,0,0,4.787491742782046,9.247925132303454,5.19295685089021
LP001814,0,1,2,1,0,1.0,0,1,4.718498871295094,9.1801903950253,5.886104031450156
LP001819,0,1,1,0,0,1.0,0,1,4.919980925828125,8.796036315200814,5.19295685089021
LP001824,0,1,1,1,0,1.0,1,1,4.812184355372417,8.460622839927844,6.173786103901937
LP001825,0,1,0,1,0,1.0,0,1,4.499809670330265,8.209852481301272,5.886104031450156
LP001835,0,1,0,0,0,0.0,1,0,5.303304908059076,8.62299361030245,5.886104031450156
LP001836,1,0,2,1,0,1.0,0,0,4.927253685157205,8.139440521874608,5.886104031450156
LP001841,0,0,0,0,1,1.0,2,1,4.6443908991413725,8.465899897028686,5.886104031450156
LP001843,0,1,1,0,0,1.0,1,1,5.631211781821365,9.186252576447092,5.19295685089021
LP001844,0,0,0,1,1,0.0,0,0,5.2574953720277815,9.695848187757884,5.886104031450156
LP001846,1,0,3,1,0,1.0,2,1,5.541263545158426,8.03365842788615,5.886104031450156
LP001849,0,0,0,0,0,0.0,2,0,4.74493212836325,8.706986763048892,5.886104031450156
LP001854,0,1,3,1,0,1.0,0,0,4.543294782270004,8.565983355585669,5.886104031450156
LP001859,0,1,0,1,0,1.0,2,0,5.717027701406222,9.72812174830818,5.886104031450156
LP001864,0,1,3,0,0,0.0,1,0,4.852030263919617,8.503297086224126,5.886104031450156
LP001865,0,1,1,1,0,0.0,0,1,5.799092654460526,9.243097936214355,5.886104031450156
LP001868,0,0,0,1,0,1.0,1,1,4.897839799950911,8.359134886757962,5.886104031450156
LP001870,1,0,1,1,0,1.0,1,0,5.043425116919247,8.15507488781144,3.58351893845611
LP001871,1,0,0,1,0,1.0,2,1,4.787491742782046,8.881836305004146,5.886104031450156
LP001872,0,0,0,1,1,1.0,1,1,4.852030263919617,8.549853973655786,5.886104031450156
LP001875,0,0,0,1,0,1.0,2,1,5.017279836814924,8.928242677818302,5.886104031450156
LP001877,0,1,2,1,0,1.0,1,1,5.0106352940962555,8.715224041915372,5.886104031450156
LP001882,0,1,3,1,0,0.0,0,1,5.075173815233827,8.723231274827508,5.886104031450156
LP001883,1,0,0,1,0,1.0,2,0,4.90527477843843,8.136810863675537,5.886104031450156
LP001884,1,0,1,1,0,1.0,0,1,4.499809670330265,8.397508348470257,5.886104031450156
LP001888,1,0,0,1,0,1.0,0,1,3.4011973816621555,8.082402253926244,5.886104031450156
LP001891,0,1,0,1,0,1.0,0,1,4.912654885736052,9.318835968129482,5.886104031450156
LP001892,0,0,0,1,0,1.0,2,1,4.836281906951478,8.453187861440325,5.886104031450156
LP001894,0,1,0,1,0,1.0,1,1,5.0106352940962555,8.48528964240323,5.886104031450156
LP001896,0,1,2,1,0,1.0,1,1,4.499809670330265,8.268731832117737,5.886104031450156
LP001900,0,1,1,1,0,1.0,1,1,4.74493212836325,8.432070937999402,5.886104031450156
LP001903,0,1,0,1,0,1.0,1,1,5.332718793265369,8.891098830616636,5.886104031450156
LP001904,0,1,0,1,0,1.0,0,1,4.382026634673881,8.390041405755754,5.886104031450156
LP001907,0,1,0,1,0,1.0,1,1,6.077642243349034,9.587611745713565,5.886104031450156
LP001908,1,1,0,0,0,0.0,2,1,4.820281565605037,8.318742252692399,5.886104031450156
LP001910,0,0,1,0,1,0.0,0,0,5.062595033026967,8.776321456449958,5.886104031450156
LP001914,0,1,0,1,0,1.0,1,1,4.718498871295094,8.461046030793236,5.886104031450156
LP001915,0,1,2,1,0,1.0,0,1,4.356708826689592,8.097669722345216,5.19295685089021
LP001917,1,0,0,1,0,1.0,0,1,3.9889840465642745,8.153925132007862,5.886104031450156
LP001922,0,1,0,1,0,1.0,2,0,4.986425672954842,9.936293504261306,5.886104031450156
LP001924,0,0,0,1,0,1.0,2,1,4.48863636973214,8.734077192559303,5.886104031450156
LP001925,1,0,0,1,1,1.0,1,0,4.59511985013459,8.370315995555478,5.703782474656201
LP001926,0,1,0,1,0,1.0,2,1,4.787491742782046,8.648922962094131,5.886104031450156
LP001931,1,0,0,1,0,1.0,1,1,4.74493212836325,8.32457884513685,5.886104031450156
LP001935,0,0,0,1,0,1.0,2,1,5.231108616854587,9.159888828480085,5.886104031450156
LP001936,0,1,0,1,0,1.0,2,1,4.9344739331306915,8.610865667278873,5.886104031450156
LP001938,0,1,2,1,0,0.0,1,0,4.844187086458591,8.389359819906353,5.886104031450156
LP001940,0,1,2,1,0,1.0,0,1,4.897839799950911,8.45807992692373,5.886104031450156
LP001945,1,0,0,1,0,0.0,0,0,4.962844630259907,8.597297435657898,6.173786103901937
LP001947,0,1,0,1,0,1.0,1,1,5.147494476813453,8.651199471263972,5.886104031450156
LP001949,0,1,3,1,0,1.0,0,1,4.700480365792417,8.642238680390461,5.886104031450156
LP001953,0,1,1,1,0,1.0,1,1,5.298317366548036,8.835646922534773,5.886104031450156
